bbl,latitude,longitude,bldgclass,landuse,lotarea,bldgarea,numfloors,unitsres,unitstotal,yearbuilt,footprint_area
1008590015.0,40.7449189,-73.9853732,O6,5.0,9381.0,108290.0,12.0,0.0,13.0,1917.0,9024.166666666666
1008580045.0,40.7439141,-73.9841464,H1,5.0,14355.0,214210.0,19.0,0.0,3.0,2010.0,11274.21052631579
1008590056.0,40.7446881,-73.9840524,O5,5.0,2207.0,7386.0,4.0,0.0,1.0,1920.0,1846.5
1008590030.0,40.744485,-73.9843448,C0,2.0,2107.0,5670.0,4.0,3.0,3.0,1910.0,1417.5
1008590060.0,40.7446387,-73.9843195,K4,4.0,4222.0,6093.0,4.0,4.0,6.0,1902.0,1523.25
1008580001.0,40.744672,-73.9868204,O6,5.0,7425.0,48535.0,7.0,0.0,24.0,1916.0,6933.571428571428
1008580032.0,40.7437385,-73.9844893,D0,3.0,4123.0,26615.0,7.0,18.0,20.0,1910.0,3802.1428571428573
1008590024.0,40.7446663,-73.9848644,O6,5.0,7408.0,120000.0,17.0,0.0,19.0,1916.0,7058.823529411765
1008580008.0,40.7446417,-73.9862141,D8,3.0,21181.0,407555.0,48.0,404.0,406.0,1998.0,8490.729166666666
1008580022.0,40.744046,-73.9852146,O6,5.0,14812.0,224449.0,16.0,0.0,24.0,1925.0,14028.0625
1008580029.0,40.7438346,-73.9847202,O5,5.0,1980.0,3849.0,3.0,0.0,3.0,1915.0,1283.0
1008600037.0,40.7448445,-73.9833595,H1,5.0,6419.0,120400.0,19.0,0.0,1.0,1920.0,6336.8421052631575
1008590052.0,40.744625,-73.9839008,O3,5.0,7167.0,75655.0,13.0,0.0,6.0,1915.0,5819.615384615385
1008590039.0,40.7442544,-73.983771,O6,5.0,8425.0,126784.0,16.0,0.0,16.0,1913.0,7924.0
1008600031.0,40.7450229,-73.9836914,C7,4.0,1975.0,5113.0,4.0,7.0,8.0,1925.0,1278.25
1008590064.0,40.744916,-73.9846839,O4,5.0,12341.0,232644.0,20.5,0.0,23.0,1913.0,11348.487804878048
1008590036.0,40.7443148,-73.9839406,K2,5.0,1975.0,3790.0,2.0,0.0,1.0,1915.0,1895.0
1008600030.0,40.7450504,-73.9837528,O5,5.0,1975.0,7400.0,4.0,0.0,5.0,1920.0,1850.0
1008580030.0,40.7437934,-73.9846192,O6,5.0,4134.0,34000.0,10.0,0.0,8.0,1909.0,3400.0
1008590031.0,40.7444548,-73.9842762,S9,4.0,2106.0,7655.0,5.0,6.0,8.0,1925.0,1531.0
1008580049.0,40.7440569,-73.9844712,O3,5.0,6172.0,62100.0,10.0,0.0,16.0,1919.0,6210.0
1008590058.0,40.7447266,-73.9841426,D0,3.0,3335.0,26648.0,9.0,3.0,9.0,1921.0,2960.8888888888887
1008620067.0,40.7473039,-73.9845173,O6,5.0,2469.0,29757.0,12.0,0.0,13.0,1908.0,2479.75
1008610013.0,40.746261,-73.9847377,O5,5.0,2161.0,8460.0,6.0,2.0,8.0,1920.0,1410.0
1008610069.0,40.7466013,-73.9847593,O6,5.0,2173.0,18418.0,8.0,2.0,10.0,1912.0,2302.25
1008620009.0,40.7470405,-73.9846545,D3,3.0,4937.0,39740.0,9.0,77.0,77.0,1930.0,4415.555555555556
1008600074.0,40.7459591,-73.9852214,HR,5.0,6000.0,63967.0,13.0,0.0,1.0,1903.0,4920.538461538462
1008600071.0,40.7459591,-73.9850734,HR,5.0,1575.0,7875.0,5.0,0.0,1.0,1930.0,1575.0
1008610066.0,40.7465436,-73.9846186,H3,5.0,6468.0,71250.0,12.0,0.0,1.0,1910.0,5937.5
1008610015.0,40.7462472,-73.9844671,O6,5.0,18375.0,255447.0,16.0,0.0,20.0,1916.0,15965.4375
1008610076.0,40.7468264,-73.9852429,O5,5.0,4200.0,11700.0,4.0,0.0,4.0,1925.0,2925.0
1008620001.0,40.7471174,-73.9850587,O5,5.0,5279.0,27157.0,4.0,0.0,4.0,1917.0,6789.25
1008620071.0,40.7475702,-73.984871,O5,5.0,1728.0,10368.0,6.0,0.0,9.0,1910.0,1728.0
1008610001.0,40.7465026,-73.9854775,O4,5.0,8512.0,160454.0,20.0,0.0,171.0,1910.0,8022.7
1008610003.0,40.7466151,-73.9853945,O6,5.0,4200.0,60648.0,17.0,0.0,17.0,1928.0,3567.529411764706
1008610004.0,40.7467194,-73.9853187,D6,4.0,8400.0,175687.0,35.0,165.0,166.0,2008.0,5019.628571428571
1008610010.0,40.7463323,-73.9849073,H3,5.0,4319.0,78843.0,31.0,0.0,1.0,2014.0,2543.3225806451615
1008620011.0,40.7469746,-73.9844958,D4,3.0,4937.0,45920.0,12.0,80.0,83.0,1910.0,3826.6666666666665
1008630004.0,40.7479572,-73.984528,O6,5.0,7703.0,107095.0,16.0,0.0,120.0,1907.0,6693.4375
1008600001.0,40.7460525,-73.9857266,O6,5.0,36575.0,553725.0,19.0,0.0,116.0,1920.0,29143.42105263158
1008630053.0,40.7472295,-73.9824205,H8,8.0,7120.0,87550.0,19.0,0.0,1.0,1962.0,4607.894736842105
1008640035.0,40.7474929,-73.9814965,D4,3.0,10000.0,218364.0,26.0,268.0,275.0,1932.0,8398.615384615385
1008640032.0,40.7475643,-73.9817708,O7,5.0,7350.0,44100.0,6.0,0.0,11.0,1951.0,7350.0
1008610044.0,40.7455992,-73.9828468,O6,5.0,20025.0,227053.0,17.0,0.0,46.0,1925.0,13356.058823529413
1008630029.0,40.7469908,-73.9826191,O6,5.0,11405.0,126383.0,12.0,0.0,30.0,1914.0,10531.916666666666
1008630048.0,40.7470758,-73.982056,K4,4.0,4226.0,15380.0,6.0,13.0,16.0,1900.0,2563.3333333333335
1008630060.0,40.7474958,-73.9827958,O6,5.0,12610.0,233484.0,17.0,0.0,94.0,1925.0,13734.35294117647
1008610047.0,40.7458243,-73.9829514,O6,5.0,7340.0,83623.0,12.0,0.0,13.0,1916.0,6968.583333333333
1008640031.0,40.7476329,-73.981926,O5,5.0,2452.0,10855.0,5.0,0.0,30.0,1900.0,2171.0
1008620049.0,40.7467191,-73.9831208,C5,2.0,1646.0,5184.0,5.0,8.0,9.0,1925.0,1036.8
1008630044.0,40.7468699,-73.9819478,D6,4.0,15800.0,341952.0,21.0,364.0,367.0,1913.0,16283.42857142857
1008630062.0,40.7473805,-73.9828824,C7,4.0,2469.0,9271.0,5.0,7.0,9.0,1925.0,1854.2
1008640030.0,40.7476659,-73.9820018,C7,4.0,2469.0,5586.0,5.0,8.0,10.0,1925.0,1117.2
1008620028.0,40.7463623,-73.9830559,H3,5.0,2469.0,28119.0,16.0,0.0,2.0,1900.0,1757.4375
1008630052.0,40.7471691,-73.9822726,S9,4.0,1846.0,6842.0,5.0,4.0,6.0,1925.0,1368.4
1020790012.0,40.8274835,-73.9483325,C0,2.0,1699.0,3536.0,3.0,3.0,3.0,1899.0,1178.6666666666667
1020790053.0,40.8277277,-73.9481589,I7,8.0,1665.0,2550.0,3.0,0.0,1.0,1926.0,850.0
1020790152.0,40.8277057,-73.9481047,C3,2.0,1665.0,4250.0,3.0,4.0,4.0,1926.0,1416.6666666666667
1020790050.0,40.8276178,-73.9478916,B2,1.0,1707.0,3273.0,3.0,2.0,2.0,1900.0,1091.0
1020790112.0,40.8274615,-73.948282,C3,2.0,1599.0,4609.0,3.0,4.0,4.0,1910.0,1536.3333333333333
1020780015.0,40.826726,-73.9484777,C1,2.0,4996.0,20826.0,6.0,31.0,31.0,1926.0,3471.0
1020790013.0,40.8274395,-73.9482314,C5,2.0,1599.0,3200.0,3.0,10.0,10.0,1901.0,1066.6666666666667
1020790052.0,40.8276837,-73.9480505,C2,2.0,1665.0,2646.0,3.0,6.0,6.0,1926.0,882.0
1020800005.0,40.8282355,-73.9482019,D1,3.0,9992.0,60165.0,6.0,49.0,49.0,1920.0,10027.5
1020800059.0,40.82865,-73.9483172,D7,4.0,7500.0,36624.0,6.0,21.0,25.0,1920.0,6104.0
1020790054.0,40.8277524,-73.9482131,C3,2.0,1665.0,3566.0,3.0,4.0,4.0,1926.0,1188.6666666666667
1020960034.0,40.8295806,-73.9486923,D7,4.0,12490.0,57612.0,6.0,43.0,51.0,1920.0,9602.0
1020940029.0,40.8281319,-73.9498316,K1,5.0,8570.0,9000.0,1.0,0.0,1.0,1969.0,9000.0
1020930038.0,40.8277835,-73.9502257,C0,2.0,1665.0,2880.0,3.0,3.0,3.0,1901.0,960.0
1020940025.0,40.8282611,-73.9501892,B3,1.0,1665.0,3328.0,3.0,2.0,2.0,1901.0,1109.3333333333333
1020930035.0,40.8277011,-73.9500307,C0,2.0,1499.0,3120.0,3.0,3.0,3.0,1901.0,1040.0
1020940040.0,40.8284778,-73.9499397,B3,1.0,1499.0,3856.0,3.0,2.0,2.0,1901.0,1285.3333333333333
1020940126.0,40.8282226,-73.9501025,B3,1.0,1249.0,2400.0,4.0,2.0,2.0,1901.0,600.0
1020810052.0,40.8289377,-73.9471534,C2,2.0,1848.0,2880.0,3.0,6.0,6.0,1926.0,960.0
1020940037.0,40.8283706,-73.9496833,C0,2.0,1649.0,3408.0,3.0,3.0,3.0,1926.0,1136.0
1020810037.0,40.8284431,-73.9459831,C1,2.0,4996.0,21600.0,6.0,31.0,31.0,1950.0,3600.0
1020960026.0,40.8293666,-73.9489345,D7,4.0,15987.0,65050.0,6.0,46.0,54.0,1920.0,10841.666666666666
1020800009.0,40.8281585,-73.948014,C6,2.0,1749.0,3600.0,4.0,4.0,4.0,1920.0,900.0
1020810039.0,40.828509,-73.946142,C1,2.0,4996.0,21600.0,6.0,30.0,30.0,1930.0,3600.0
1020810048.0,40.8287975,-73.9468247,A9,1.0,1499.0,3300.0,3.0,1.0,1.0,1910.0,1100.0
1020810140.0,40.828553,-73.9462468,B1,1.0,1699.0,2282.0,3.0,2.0,2.0,1926.0,760.6666666666666
1020940039.0,40.8284366,-73.9498458,B3,1.0,1499.0,3000.0,3.0,2.0,2.0,1901.0,1000.0
1020810143.0,40.8286601,-73.946496,B1,1.0,1499.0,3300.0,3.0,2.0,2.0,1910.0,1100.0
1020940140.0,40.828497,-73.9499903,B3,1.0,1499.0,3000.0,3.0,2.0,2.0,1910.0,1000.0
1020810042.0,40.8285969,-73.9463479,B1,1.0,1749.0,3604.0,3.0,2.0,2.0,1910.0,1201.3333333333333
1020810025.0,40.8282538,-73.9463012,C0,2.0,1749.0,4296.0,3.0,3.0,3.0,1920.0,1432.0
1020810041.0,40.828575,-73.9462973,B1,1.0,1599.0,3554.0,3.0,2.0,2.0,1910.0,1184.6666666666667
1020800003.0,40.8284195,-73.9484836,C7,4.0,3750.0,14200.0,5.0,8.0,12.0,1920.0,2840.0
1020800049.0,40.8282434,-73.9474394,C5,2.0,3330.0,6528.0,4.0,9.0,9.0,1910.0,1632.0
1020800052.0,40.8283533,-73.9477031,C5,2.0,3330.0,6728.0,4.0,14.0,14.0,1926.0,1682.0
1020810006.0,40.8288748,-73.947775,C1,2.0,8100.0,30855.0,5.0,60.0,60.0,1910.0,6171.0
1020810014.0,40.828611,-73.9471501,D4,3.0,7500.0,38925.0,7.0,35.0,35.0,1910.0,5560.714285714285
1020810020.0,40.8284407,-73.9467419,I7,8.0,1699.0,2650.0,3.0,0.0,1.0,1926.0,883.3333333333334
1020810044.0,40.8286794,-73.946543,C5,2.0,1499.0,2472.0,3.0,9.0,9.0,1926.0,824.0
1020810046.0,40.8287398,-73.9466838,C5,2.0,1499.0,3240.0,3.0,8.0,8.0,1900.0,1080.0
1020810049.0,40.8288223,-73.9468825,C3,2.0,1848.0,2880.0,3.0,4.0,4.0,1926.0,960.0
1020810113.0,40.8286742,-73.9472946,C0,2.0,1665.0,3264.0,3.0,3.0,3.0,1920.0,1088.0
1020950031.0,40.828741,-73.9492602,D7,4.0,6792.0,34755.0,7.0,48.0,54.0,1900.0,4965.0
1020800056.0,40.8284879,-73.948021,C6,2.0,3331.0,12585.0,5.0,11.0,11.0,1920.0,2517.0
1020960040.0,40.8297592,-73.9491149,D7,4.0,12990.0,52220.0,6.0,59.0,61.0,1920.0,8703.333333333334
1020810124.0,40.8282786,-73.9463554,C2,2.0,1749.0,3528.0,3.0,6.0,6.0,1890.0,1176.0
1020810142.0,40.8286189,-73.9463985,C0,2.0,1449.0,3080.0,3.0,3.0,3.0,1910.0,1026.6666666666667
1020800151.0,40.8283203,-73.9476237,C5,2.0,1665.0,3332.0,4.0,10.0,10.0,1910.0,833.0
1020800047.0,40.8281637,-73.9472552,C5,2.0,1665.0,3328.0,4.0,10.0,10.0,1910.0,832.0
1020810034.0,40.8282947,-73.94577,C7,4.0,2700.0,9777.0,5.0,15.0,16.0,1910.0,1955.4
1020810026.0,40.8282318,-73.946247,C5,2.0,1749.0,3528.0,3.0,6.0,6.0,1928.0,1176.0
1020800062.0,40.8285128,-73.9484185,C7,4.0,3750.0,15114.0,5.0,8.0,12.0,1910.0,3022.8
1020810150.0,40.8288882,-73.9470415,C3,2.0,1699.0,2909.0,3.0,4.0,4.0,1900.0,969.6666666666666
1020950033.0,40.8289468,-73.9491119,D7,4.0,9992.0,56436.0,7.0,84.0,92.0,1920.0,8062.285714285715
1020930041.0,40.8278961,-73.950493,B3,1.0,1274.0,2728.0,3.0,2.0,2.0,1901.0,909.3333333333334
1020940024.0,40.828283,-73.9502398,B3,1.0,1665.0,3328.0,3.0,2.0,2.0,1901.0,1109.3333333333333
1020930024.0,40.8276519,-73.9506775,B3,1.0,1998.0,4000.0,3.0,2.0,2.0,1910.0,1333.3333333333333
1020930025.0,40.8276245,-73.9506161,B3,1.0,1998.0,4000.0,3.0,2.0,2.0,1910.0,1333.3333333333333
1020930029.0,40.8274541,-73.9502115,D6,4.0,10000.0,72099.0,10.0,65.0,71.0,1915.0,7209.9
1020930045.0,40.828028,-73.9508073,C0,2.0,2348.0,2970.0,3.0,3.0,3.0,1901.0,990.0
1020930134.0,40.8276818,-73.9499837,B3,1.0,1499.0,3515.0,4.0,2.0,2.0,1926.0,878.75
1020790037.0,40.8271919,-73.9468802,C6,2.0,4163.0,13875.0,5.0,20.0,20.0,1920.0,2775.0
1020790118.0,40.8272609,-73.9478088,C0,2.0,1665.0,2695.0,3.0,3.0,3.0,1899.0,898.3333333333334
1020800010.0,40.8281366,-73.9479635,C5,2.0,1449.0,2580.0,4.0,8.0,8.0,1910.0,645.0
1020810019.0,40.8284874,-73.9468503,B3,1.0,1649.0,3200.0,3.0,2.0,2.0,1905.0,1066.6666666666667
1020800144.0,40.8280977,-73.9470963,B9,1.0,1665.0,6660.0,3.0,2.0,2.0,1910.0,2220.0
1020780011.0,40.8268249,-73.9487161,D1,3.0,9992.0,42695.0,6.0,43.0,43.0,1920.0,7115.833333333333
1020790001.0,40.8277363,-73.9489322,D7,4.0,12488.0,57060.0,6.0,43.0,50.0,1940.0,9510.0
1020790017.0,40.8272939,-73.9478846,M1,8.0,3331.0,9900.0,3.0,0.0,1.0,1926.0,3300.0
1020790044.0,40.8274117,-73.947404,C6,2.0,4163.0,14275.0,5.0,20.0,20.0,1920.0,2855.0
1020790049.0,40.8275738,-73.9477869,M1,8.0,1699.0,2960.0,3.0,0.0,1.0,1926.0,986.6666666666666
1020790055.0,40.8277964,-73.9483178,C1,2.0,4996.0,17013.0,5.0,22.0,22.0,1920.0,3402.6
1020800021.0,40.8277629,-73.9470713,C0,2.0,1549.0,2592.0,3.0,3.0,3.0,1890.0,864.0
1020810036.0,40.8284292,-73.9456723,C7,4.0,2600.0,11322.0,5.0,14.0,16.0,1930.0,2264.4
1020810032.0,40.8281877,-73.9458496,C7,4.0,2500.0,9321.0,5.0,9.0,10.0,1910.0,1864.2
1020810023.0,40.8283225,-73.9464638,C3,2.0,1649.0,2475.0,3.0,4.0,4.0,1910.0,825.0
1020810022.0,40.8283692,-73.9465721,C5,2.0,1848.0,4456.0,3.0,8.0,8.0,1928.0,1485.3333333333333
1020810027.0,40.8282071,-73.9461892,C3,2.0,1749.0,3528.0,3.0,4.0,4.0,1905.0,1176.0
1020810035.0,40.8283606,-73.9457194,C7,4.0,2700.0,9777.0,5.0,9.0,10.0,1910.0,1955.4
1020790039.0,40.8272468,-73.9470102,C1,2.0,4163.0,14490.0,5.0,15.0,15.0,1903.0,2898.0
1020780053.0,40.8271021,-73.9486183,C1,2.0,4996.0,17410.0,5.0,21.0,21.0,1930.0,3482.0
1020790019.0,40.827217,-73.9477004,C1,2.0,4996.0,17920.0,5.0,21.0,21.0,1930.0,3584.0
1020800015.0,40.827958,-73.9475408,C3,2.0,1665.0,2608.0,3.0,4.0,4.0,1920.0,869.3333333333334
1020790021.0,40.827151,-73.9475451,C1,2.0,4996.0,17920.0,5.0,20.0,20.0,1930.0,3584.0
1020800120.0,40.8277821,-73.9471218,C6,2.0,1549.0,3408.0,3.0,4.0,4.0,1910.0,1136.0
1020800040.0,40.8279356,-73.9467134,C3,2.0,1499.0,3800.0,3.0,4.0,4.0,1926.0,1266.6666666666667
1020810028.0,40.8281796,-73.9461206,C1,2.0,2498.0,9083.0,5.0,10.0,10.0,1926.0,1816.6
1020800022.0,40.8277409,-73.9470207,B1,1.0,1799.0,2754.0,3.0,2.0,2.0,1890.0,918.0
1020800042.0,40.8280181,-73.9469012,C0,2.0,1499.0,3172.0,3.0,3.0,3.0,1926.0,1057.3333333333333
1020800030.0,40.8274634,-73.9463777,C7,4.0,2700.0,10059.0,5.0,9.0,10.0,1910.0,2011.8
1020800044.0,40.8280758,-73.9470457,B1,1.0,1499.0,2904.0,3.0,2.0,2.0,1910.0,968.0
1020930042.0,40.8279154,-73.95054,B3,1.0,1649.0,2944.0,3.0,2.0,2.0,1901.0,981.3333333333334
1020800041.0,40.8279768,-73.9468073,C0,2.0,1499.0,3292.0,3.0,3.0,3.0,1926.0,1097.3333333333333
1020800019.0,40.8278261,-73.947223,C0,2.0,1749.0,3486.0,3.0,3.0,3.0,1915.0,1162.0
1020800140.0,40.8279576,-73.9467603,C0,2.0,1499.0,3292.0,3.0,3.0,3.0,1926.0,1097.3333333333333
1020800141.0,40.8279961,-73.9468543,B1,1.0,1499.0,2904.0,3.0,2.0,2.0,1910.0,968.0
1020940032.0,40.8280083,-73.9496908,M9,8.0,3985.0,4200.0,1.0,0.0,1.0,1969.0,4200.0
1020800138.0,40.8278972,-73.9466195,B9,1.0,1499.0,2140.0,3.0,2.0,2.0,1910.0,713.3333333333334
1020790015.0,40.8273736,-73.9480725,C0,2.0,1699.0,5500.0,4.0,3.0,3.0,2006.0,1375.0
1020790023.0,40.8270851,-73.9473862,C1,2.0,4996.0,17920.0,5.0,21.0,21.0,1930.0,3584.0
1020790029.0,40.8267774,-73.9468841,C7,4.0,4000.0,14830.0,5.0,17.0,23.0,1930.0,2966.0
1020790033.0,40.8270024,-73.9467214,C7,4.0,2500.0,9225.0,5.0,9.0,10.0,1920.0,1845.0
1020790034.0,40.8270601,-73.9466816,C7,4.0,2500.0,8785.0,5.0,9.0,10.0,1920.0,1757.0
1020790042.0,40.8273568,-73.9472739,C6,2.0,4163.0,14275.0,5.0,20.0,20.0,1920.0,2855.0
1020790051.0,40.8276617,-73.9479964,C2,2.0,1665.0,2652.0,3.0,5.0,5.0,1910.0,884.0
1020800011.0,40.8280541,-73.9477648,D1,3.0,7433.0,39845.0,7.0,36.0,36.0,1920.0,5692.142857142857
1020800023.0,40.8276722,-73.9468545,M3,8.0,4996.0,6958.0,3.0,0.0,1.0,1946.0,2319.3333333333335
1020800027.0,40.8275623,-73.9465944,C1,2.0,3747.0,12495.0,5.0,14.0,14.0,1900.0,2499.0
1020800028.0,40.8273866,-73.946432,C4,2.0,3242.0,15420.0,5.0,15.0,15.0,1910.0,3084.0
1020800034.0,40.8277213,-73.9461896,C7,4.0,2700.0,9313.0,5.0,13.0,14.0,1890.0,1862.6
1020800035.0,40.8277981,-73.9461317,C6,2.0,3242.0,14125.0,5.0,13.0,14.0,1890.0,2825.0
1020800116.0,40.827914,-73.9474361,C5,2.0,1665.0,3612.0,3.0,8.0,8.0,1910.0,1204.0
1020810030.0,40.828067,-73.9459364,C7,4.0,2500.0,9321.0,5.0,9.0,10.0,1910.0,1864.2
1020930040.0,40.8278549,-73.9503919,C0,2.0,2398.0,3708.0,3.0,3.0,3.0,1920.0,1236.0
1020800018.0,40.82787,-73.9473277,C6,2.0,1665.0,3738.0,3.0,4.0,4.0,1890.0,1246.0
1020800043.0,40.8280373,-73.9469482,C2,2.0,1499.0,2208.0,3.0,5.0,5.0,1910.0,736.0
1020790032.0,40.8269476,-73.9467612,S4,4.0,1992.0,6550.0,5.0,4.0,5.0,1930.0,1310.0
1020800017.0,40.827892,-73.9473819,C5,2.0,1665.0,2608.0,3.0,6.0,6.0,1920.0,869.3333333333334
1020790061.0,40.8279777,-73.9487549,D7,4.0,12488.0,57502.0,6.0,39.0,45.0,1920.0,9583.666666666666
1020930034.0,40.8276516,-73.9499115,C7,4.0,2500.0,11500.0,5.0,8.0,15.0,1926.0,2300.0
1020790147.0,40.8275299,-73.9476821,C5,2.0,1549.0,2646.0,3.0,6.0,6.0,1920.0,882.0
1020800137.0,40.8278532,-73.9465147,C2,2.0,1665.0,2745.0,3.0,5.0,5.0,1910.0,915.0
1020790025.0,40.8270164,-73.9472272,C1,2.0,4996.0,21228.0,6.0,31.0,31.0,1930.0,3538.0
1020790046.0,40.8274694,-73.9475376,C1,2.0,4163.0,18316.0,5.0,20.0,20.0,1920.0,3663.2
1020930126.0,40.8275723,-73.950486,B3,1.0,1998.0,4000.0,3.0,2.0,2.0,1910.0,1333.3333333333333
1020940125.0,40.8282418,-73.9501423,A9,1.0,1249.0,3440.0,4.0,1.0,1.0,1901.0,860.0
1020930026.0,40.8275997,-73.9505511,B3,1.0,1998.0,4000.0,3.0,2.0,2.0,1910.0,1333.3333333333333
1020930138.0,40.8278055,-73.9502763,B3,1.0,1665.0,2880.0,3.0,2.0,2.0,1901.0,960.0
1020930044.0,40.8280033,-73.9507459,S2,4.0,1399.0,3080.0,3.0,2.0,3.0,1901.0,1026.6666666666667
1020940026.0,40.8282061,-73.9500592,B3,1.0,1249.0,3300.0,4.0,2.0,2.0,1901.0,825.0
1020930023.0,40.8276794,-73.9507425,C0,2.0,1982.0,3800.0,3.0,3.0,3.0,1910.0,1266.6666666666667
1020930027.0,40.827542,-73.9504138,C4,2.0,2548.0,7388.0,4.0,8.0,8.0,1926.0,1847.0
1020930140.0,40.8278797,-73.9504497,B3,1.0,1274.0,2460.0,3.0,2.0,2.0,1901.0,820.0
1020940041.0,40.828519,-73.9500373,B1,1.0,1499.0,3896.0,4.0,2.0,2.0,2017.0,974.0
1020940137.0,40.8283926,-73.9497375,C3,2.0,1649.0,4017.0,3.0,4.0,4.0,1926.0,1339.0
1020930142.0,40.8279374,-73.9505869,B1,1.0,1649.0,3196.0,3.0,2.0,2.0,1901.0,1065.3333333333333
1020930036.0,40.8277423,-73.9501246,B3,1.0,1499.0,3264.0,3.0,2.0,2.0,1901.0,1088.0
1020930143.0,40.8279813,-73.9506953,C2,2.0,1799.0,2964.0,3.0,5.0,5.0,1926.0,988.0
1020800038.0,40.8278752,-73.9465689,C2,2.0,1665.0,2745.0,3.0,5.0,5.0,1950.0,915.0
1020810001.0,40.8289957,-73.948064,D7,4.0,9992.0,45930.0,6.0,38.0,44.0,1920.0,7655.0
1020800025.0,40.8276118,-73.9467137,C6,2.0,3747.0,12930.0,5.0,14.0,14.0,1900.0,2586.0
1020800143.0,40.8280565,-73.9469988,C0,2.0,1499.0,2868.0,3.0,3.0,3.0,1910.0,956.0
1020800033.0,40.8276554,-73.9462367,C7,4.0,2700.0,11610.0,5.0,13.0,15.0,1910.0,2322.0
1020790048.0,40.8275518,-73.9477327,C5,2.0,1699.0,2800.0,3.0,8.0,8.0,1910.0,933.3333333333334
1020800031.0,40.8275265,-73.9463307,C4,2.0,2700.0,10059.0,5.0,9.0,10.0,1910.0,2011.8
1020810059.0,40.8291492,-73.9476591,A9,1.0,3597.0,2451.0,3.5,1.0,1.0,1926.0,700.2857142857143
1020810021.0,40.8284159,-73.9466877,C3,2.0,1699.0,6800.0,3.0,4.0,4.0,1910.0,2266.6666666666665
1020950023.0,40.8288729,-73.9497046,D1,3.0,9992.0,43200.0,6.0,54.0,54.0,1924.0,7200.0
1020810144.0,40.8286986,-73.9465935,A4,1.0,1499.0,4166.0,3.0,1.0,1.0,1900.0,1388.6666666666667
1020800016.0,40.827936,-73.9474867,C5,2.0,1665.0,2608.0,3.0,7.0,7.0,1920.0,869.3333333333334
1020810045.0,40.8287178,-73.9466369,B1,1.0,1499.0,4620.0,3.0,2.0,2.0,1910.0,1540.0
1020800046.0,40.8281417,-73.947201,B1,1.0,1665.0,3484.0,3.0,2.0,2.0,1910.0,1161.3333333333333
1020800001.0,40.8283098,-73.9485632,C7,4.0,4996.0,21150.0,5.0,19.0,22.0,1920.0,4230.0
1020800032.0,40.8275896,-73.9462837,C7,4.0,2700.0,10059.0,5.0,12.0,13.0,1930.0,2011.8
1020800036.0,40.8278037,-73.9463955,D3,3.0,2498.0,10750.0,5.0,15.0,15.0,1890.0,2150.0
1020800037.0,40.8278312,-73.9464605,C5,2.0,1665.0,2745.0,3.0,7.0,7.0,1910.0,915.0
1020800051.0,40.8282873,-73.9475442,C5,2.0,3330.0,6656.0,4.0,9.0,9.0,1910.0,1664.0
1020800054.0,40.8283972,-73.9478079,C5,2.0,3330.0,6656.0,4.0,9.0,9.0,1910.0,1664.0
1020810031.0,40.8281274,-73.945893,C7,4.0,2500.0,9321.0,5.0,9.0,10.0,1910.0,1864.2
1020810033.0,40.8282399,-73.9458098,C7,4.0,1992.0,7251.0,5.0,9.0,10.0,1910.0,1450.2
1020810047.0,40.8287783,-73.9467778,C3,2.0,1499.0,2472.0,3.0,4.0,4.0,1926.0,824.0
1020810050.0,40.8288662,-73.9469909,A9,1.0,1699.0,4152.0,3.0,1.0,1.0,1900.0,1384.0
1020930037.0,40.8277615,-73.9501751,A5,1.0,1499.0,3468.0,3.0,1.0,1.0,1901.0,1156.0
1020940023.0,40.8283023,-73.9502904,C2,2.0,1615.0,2226.0,3.0,5.0,5.0,1926.0,742.0
1020800039.0,40.8279191,-73.9466664,C6,2.0,1499.0,2940.0,3.0,4.0,4.0,1926.0,980.0
1020810119.0,40.8284654,-73.9467997,C2,2.0,1649.0,2475.0,3.0,5.0,5.0,1905.0,825.0
1020810013.0,40.8286962,-73.9473487,C0,2.0,1665.0,3334.0,3.0,3.0,3.0,1910.0,1111.3333333333333
1020790014.0,40.8274203,-73.9481808,C3,2.0,1699.0,2700.0,3.0,4.0,4.0,1926.0,900.0
1020810053.0,40.8289624,-73.9472148,C1,2.0,1998.0,4696.0,3.0,8.0,8.0,1903.0,1565.3333333333333
1020810055.0,40.8290256,-73.9473666,M9,8.0,2498.0,6492.0,4.0,0.0,1.0,1926.0,1623.0
1020950046.0,40.8292215,-73.9497621,D1,3.0,14934.0,65050.0,6.0,47.0,47.0,1924.0,10841.666666666666
1020810061.0,40.8292426,-73.9478831,K1,5.0,9992.0,9540.0,1.0,0.0,1.0,1970.0,9540.0
1020800110.0,40.8281146,-73.9479129,C5,2.0,1799.0,3600.0,3.0,8.0,8.0,1910.0,1200.0
1020810029.0,40.8280039,-73.9459834,C7,4.0,2492.0,11010.0,5.0,15.0,16.0,1920.0,2202.0
1020810018.0,40.8285286,-73.9469514,C3,2.0,1599.0,3274.0,3.0,4.0,4.0,1905.0,1091.3333333333333
1020780061.0,40.8273659,-73.9492468,D7,4.0,9992.0,46987.0,6.0,37.0,44.0,1940.0,7831.166666666667
1020790149.0,40.8275958,-73.947841,C6,2.0,1599.0,2541.0,3.0,4.0,4.0,1920.0,847.0
1020810056.0,40.8290833,-73.9475002,M1,8.0,6395.0,8660.0,2.0,0.0,2.0,1916.0,4330.0
